rating,cleaned_review
5,The staff of jimbu thakali@Sunita service  is cozy
5,Food was really delicious and the customer service was quick. Overall loved it
5,"Had a great experience. Everything was fresh, flavorful, and served with so much love. A heartfelt thank you to Nilima for your amazing service and kindness."
1,The taste of food is too good thank you nilima for your service
5,best food and best service by nilima and thankyou jimbu thakali
5,wonderful service and delicious  food and thank you Nilima for your service.
5,All good thank you sunita
5,the food was good and the service was excellent by nilima. Thank you jimbu thakali
5,Delicious food and desert ..thank you nilima for your service ... thank you jimbu
5,Food and the ambience was good. Mrs Sunita was great with her service.
5,It was good and thank you nilima for your service 
5,Good service good food good environment
4,"Outstanding Veg Thakali and Exceptional Service

One of the best vegetarian Thakali meals I've had in Nepal--flavorful, authentic, and truly satisfying. While the pricing is equal to typical local eateries, the quality of food and overall experience fully justify the cost.

The restaurant offers a warm, cosy ambiance with a mix of indoor and outdoor booth-style seating, as well as relaxed seating near the bar. The service was excellent throughout, with special thanks to Anusha for her attentive and friendly approach.

A wonderful spot for both locals and visitors--I'll definitely be returning."
5,Great food. Great service. Reasonable pricing. 
5,everything is fine thank you sunita
5,Delicious food and good service tq sunita sister
5,Very nice food danybad boini sunu
5,"The food was excellent
Nilima's service was great!"
5,"Food was great.
Nilima Rajbanshi was really good host."
5,Very crowded and waited about 30 minutes.. The serving people were very busy. Food is ok.
5,Good food good food and thank you Nilima for your excellent service hope we will visit soon thank you Jimbu
5,Good food and thank you Nilima for your service 
5,Everything is good and thanks bunu sunita
5,Excellent food and great service by nilima
5,"Food was really nice specially cheli jwai
Thank you nilima for your good service"
5,"Excellent  food  and thank you nilima for your kind service.I just wanted to take a moment to sincerely thank you for your support and assistance. Your dedication, professionalism, and kindness have made a meaningful difference, and I truly appreciate everything you've done.

It's been a pleasure working with you, and I'm grateful for your time and effort.

Warm regards,
Dipen Baral"
5,Food was delicious and the way of serving food was great. Sunita present the food and drink very quick and the ambition was great 
5,"Food was excellent especially the strawberry cheesecake...
Thank you nilima for the service"
5,Good taste. Looks fresh 
5,Mutton khutti was best !! Thank you Nilima for your service.
5,The service by Nilima was great and so was the food
4,The food was great would definitely recommend
4,"The food is decent. The hamburger I ordered is okay, but I wouldn't say it is worthy of the price. The prices at this property is a bit expensive (I can afford but I can easily find cheaper substitutes in Kathmandu). The restaurant supports QR payment, which also supports Alipay Zhi Fu Bao. However one thing I was a bit uncomfortable about was that the waiter seemed not to trust me that I had made the payment since I showed him the screen page on my phone confirming the payment was successful, then he walked to somewhere idk. And later he came back and kindly requested to take a picture of the successful payment page. I mean it is understandable to check if the payment was through, but I suppose they could do on their computer or something; this kind of gesture made me wonder if I was trusted by the people at the property."
5,"Great food, good value and quite a variety of meals. Been twice and will go again before I leave"
5,Very beautiful food and service.  Highly recommend.  Must visit.  Srijana our server was absolutely amazing. Very polite and energetic.
5,Very Good Indian food and good service. Like the Indian taste..
5,"I visited regal Flavour resto and bar in Kathmandu last Saturday. The food was delicious -- I especially loved the steamed momo and chicken fried rice. Everything was fresh and served hot.

The staff were friendly and welcoming, and we got our food pretty quickly. The restaurant was clean and had a nice, relaxing atmosphere.

Prices were reasonable for the quality. Overall, I had a great experience and would happily go back."
5,"Best experience, very good service "
5,"Regal flavors restro located at durbarmarg ,it was best restaurants at durbarmarg area,food was so tasty staff was friendly, sitting area wow.i like taste of food"
5,"Great food, friendly staff,nice ambiance"
5,"Had an amazing experience at Regal Flavour in Durbarmarg! The food was absolutely wow -- full of flavour and beautifully presented. The service was friendly and attentive, and the venue itself had a classy, comfortable vibe. Definitely one of the best restaurants in the area. Highly recommended for anyone looking to enjoy great food in a great atmosphere!"
5,Regal flavors restro and bar is the best restaurant at durbarmarg
5,"I liked the food  and  are Wonderful.
Prime location at Durbar Marg.
Ambience excellent and very good atmosphere . I had my lunch  dinner as well."
5,Regal flavour restro and bar durbargamarg on of the best place to hangout with family and friends additional food was yummy as well as  hospitality is good too .I liked prown tempura it was delicious if anyone searching fine dining restaurant and peaceful environment I would like to suggest durbargamarg which is Regal flavors Restro and bar.
5,"Regal Flavors at Durbarmarg is truly a gem! From the moment I stepped in, the warm and welcoming atmosphere set the tone for a wonderful dining experience. The food was absolutely delicious--each dish was perfectly crafted, full of flavor, and beautifully presented. The staff were attentive, friendly, and provided excellent service, ensuring every need was met. Whether you're looking for authentic local flavors or a bit of international flair, Regal Flavors offers a great variety that is sure to satisfy. Highly recommended for anyone visiting the area!"
5,"Visited Regal Flavours recently and had a great experience. The food was delicious, fresh, and full of flavour. The service was also impressive - staff were friendly and attentive throughout. The ambiance was cozy and welcoming, making it a perfect spot for a relaxed meal. Would definitely recommend it to anyone looking for good food and a pleasant dining experience in Durbarmarg."
5,Good & tasty food &  frendly environment
5,"I really liked the food and the ambience.
Staffs were really amzing as well.
I would highly recommend the place."
5,Good ambience good food !
4,"Wu Can Chi De Shi Zhong Cai Zi Zhu Can,Zhong Lei Bu Duo,Wei Dao Huan Ke Yi. "
5,"Service is very quick and decor lighting is overall very good.Taking about food , the food is absolutely delicious .. from appetizers to deserts , this restaurant exceeded all our expectations. Must try crunchy corn masala,rolling kebab , Himalayan grilled rainbow trout , ostrich meatball, garlic cheese momo and for desert must try tiramisu .. one of the best restaurant in durbarmarg ... Please do visit for delicious food and for great hospitality and great service"
5,"Amazing food, great ambiance, and exceptional service! Everything was fresh, flavorful, and beautifully presented. Highly recommended for any occasion
Must try lasagne and regal chicken chitikka."
5,"We had an amazing time at Regal Bars and Restro for a family gathering, and I can't recommend it enough! From the moment we walked in, the ambiance was warm and welcoming. The staff was friendly and attentive, making sure everyone, from the youngest to the oldest, felt comfortable. The vegetable curry was rich and flavorful, with a perfect balance of spices and fresh ingredients. The portion size was generous, making it a wholesome and satisfying meal. The hidden gem  in durbar marga."
5,"I really appreciate this restaurant, as I went to this restro last night with my family .

At first i truly appreciate the service that i received from right after I went there to the end, I was pleased with their way of talking and providing all the facilities that me and my family were in need of.
And secondly the food and beverage, as I ordered phapad ko momo, garlic cheese momo and timur chicken- they were so delicious and it was served with all love and was very quick and hot.

Also talkin' about the environment and ambience- my eyes were so amazed in first glance: it was so warm and charm, the design and decoration of the restro oh ! I really love it, and i would never regret visiting there again and again"
5,"Visited once for work purpose. Food was good , service was little late due to tourist arrival for dinner but was fine waiting a little because of good atmosphere.Music was smooth & calm on the background,which i personally enjoyed ."
4,"Went with my friends there & had some chicken boneless chilly, momo, rolling kebab mainly indian cousins were delicious I love it..veg iteams were also great "
5,"Rolling kebab, Phapar momo and dum biryani was the bestttttttttt.I loved itttttttttt. "
5,"Had a dinner with my friends . The food was fabulous. Especially, timur chicken is just Wow.
I have no complaints regarding their place & service.
I highly recommend everyone if you are looking for fine dine place in durbarmarg.
Thanks me later "
5,"Went here with Chinese guests for some Chinese food, and it was amazing! The Mapo tofu was perfectly spicy, and the hotpot was rich and flavorful. Great place to share good food and laughs--definitely going back!"
5,Good environment and quick service ever experienced.
5,Soft mushroom paneer was verrrrryyyyy good.My family liked it 
5,If you are looking for best Moroccan paneer you have to go there also theirs service is 100/10 .
5,"Ideal hangout place with friends or family. Regal flavors have a great ambience to start with, the food they offer is equally good and satisfying especially - the Marryme Chicken stuffed mushroom duplex A Must Try) that we ordered for brunch. Overall beautiful experience and great food with friendly staffs."
5,Best place to have a Lunch:)
5,"Here's a best review for a restaurant:
""Absolutely blown away!
From the moment we stepped inside, the ambiance was enchanting. The decor was stunning, creating an intimate and sophisticated atmosphere. Our server was incredibly attentive and knowledgeable, offering excellent recommendations.
But the real star of the show was the food. Every dish was a masterpiece - beautifully presented and bursting with flavor. We started with the chilli chicken pizza, which was simply divine. For our mains, I had the rolling kebab with naan and my partner had the paneer pasandida with garlic naam. Both were cooked to perfection and incredibly flavorful.
Highly recommend!"
5,"Whether you're staying at the resort or just visiting for a meal, Regal Flavors offers an unforgettable experience. The combination of an idyllic atmosphere, exquisite food, and top-notch service makes it a great choice for anyone looking to indulge in a memorable dining experience. It's clear that the resort places a high value on both comfort and culinary excellence."
5,"The ambience was warm and inviting. The interior featured a rustic theme with wooden tables, soft lighting, and tasteful art on the walls. The subtle background music added to the relaxed atmosphere without overpowering conversations. The seating was comfortable, and the restaurant was spotless, including the restrooms. Overall, it felt like a cozy yet upscale dining experience."
5,"The restaurant exudes elegance with its dim lighting, soft classical music, and plush seating.The decor features a blend of modern art and vintage accents, adding a touch of sophistication."
5,"Had the best time here with friends
Tandoori kebab had me drooling must try"
5,"""Exceptional Dining Experience!
I recently visited  Regal Flavours Restro and Bar and it exceeded all my expectations. The ambiance was warm and inviting, perfect for a cozy meal or a special occasion. The staff were attentive, friendly, and made us feel incredibly welcome.

The highlight, of course, was the food! Every dish was beautifully presented and packed with flavor. The Thali was a standou perfectly cooked and bursting with taste. Their use of fresh, high-quality ingredients was evident in every bite.

To top it off, the service was prompt, and the pricing was reasonable for the quality of the food and experience. I'll definitely be returning soon and recommending Regal Falvours Restro and Bar to friends and family. A must-visit for food lovers!"""
5,"Wow! Just had dinner here and it was an absolute treat. The flavors were incredible. The service was impeccable, and the ambiance was warm and inviting. I highly recommend this place. Can't wait to come back and explore more of the menu! "
5,The chicken mo:mo is 
5,"The hospitality of this place is top notch. The price is really good for the service they provide.
Will surely visit again!"
5,Thank you regal flavour for life time experience.best place to visit for non veg food in Durbar marg...
5,"Aaichhh Damiii chaaaa

You must try Regal Rolling Kabab "
5,Great food and hospitality
5,Nice and cozy.....
5,Delicious food!! everything so perfect  amazing service on top notch  great place to visit with families and kids.
5,"I had an amazing experience at Regal flavors Restro and bar! The food was absolutly great, full of flavors and perfectly prepared.The sitting arrangement  was fantastic,offering a comfortable and stylish ambiance .The service was wonderful , with the staff being attentive and friendly throughtout.A perfect spot for a delightful dining experience.Thank you Regal for your memorable service and food , I will visit again as soon as possible with my family"
5,Thank you for your wonderful service and the ambiance was so onpoint .The server were very nice thank you for making our day memorable.
5,Very good food. Rakesh is a great host. Quality of good is very good. Hookah is amazing.
5,"We had a prawn pad thai, crunch corn n fried garlic cheese momos. They were very good. The masala flavored corn was surprisingly tasty. N as for the momos, it was our first to taste garlic momos.... very very good. Pad Thai's noodle was cooked perfectly. The flavor was good enough. The broccoli was old... very old... blackish (not burnt, but black) so I took those out. Good thing they only put very little of it. Overall very good. I plan to visit here again."
5,"I should review this place, a perfect stop to enjoy the delicacies, my group n me were there for lunch what a quality they had on the food that we ate, everyone were satisfied. Clean and tidy place, happy staffs. Neat n tidy wash room. Enjoyed our lunch. Thankyou Regal Flavors a place to recommend"
5,Great place to hangout
5,Best good with best service
5,"The restaurant is heart of the city durbarmar,best food best seevice"
5,"Best food ,best service and good ambiance"
5,"Best restaurant in town, best food and best service"
5,"The restaurant located heart of the city durbarmarg,best food ,best service and best ambition"
5,"The  vibes here are preety fun.
I loved this place. The food and service was great and cheap especially for the area. Everything was well.Thank you for your good hospitality ."
5,Best restaurant in burbarmarg. Food was really nice regal non veg platter and chicken chittaka meatlover pizza was must try dish of the restaurant .staff is very friendly nice ambiance.
5,Regal flavor restro and bar one of the best restaurant at Durbarmarg Kathmandu .specially rolling kabab tandoori pizza phapar momo paneer tikka garlic naan Avocado delight and many more food are too much delicious.staff was friendly  sitting area is perfect for  dining .thank you regal for your service. I will come with my family as soon as possible
5,"The restaurant is heart of the durbarmarg , timbur chicken, paneer moracco, stuff mushroom duplex is best food of restaurant . Nice ambiance and good service"
5,This restaurants food was amazing highly recommend the services were also fantastic as we got serves with kind and amazing waiters. I had a brownie topped with ice-cream for dessert that was very delicious and very filling. The main course to the dessert was amazing as well of the warm and cozy atmosphere.
5,I  ate veg sandwich /paneer wrap/stuffed mushroom/avocado delight smoothie it was very tasty and i enjoyed it alot
5,"The restaurant has a warm and cozy atmosphere, with soft lighting that adds to the relaxed vibe. Food was really delicious and we had enjoy our family time."
5,Best restaurants in durbarmarg for any kind of food and beverages.Peaceful location for gathering and family functions.
5,"One and only The Best restaurant in Kathmandu, Nepal"
5,it's was fun experience
5,"Food was very good , staff was very friendly , timbur chicken and meat lover pizza was very good"
5,"The staff was very friendly , good service  phaper ko chicken momo and regal non veg platter was very good"
5,"The food was good,nice view Kings way.timbur chicken was very nice"
5,"For over a decade, I have been a loyal customer of this exceptional establishment. I have never been disappointed by their food, service, or ambiance. While we arrived late, all the table is already over and it's empty ..the overall experience was still enjoyable& so peaceful. The restaurant's environment is truly remarkable and has garnered a reputation for excellence. Notably, it is the first revolving restaurant in Nepal. The combination of delectable cuisine and a humble owner makes it a truly unique and memorable dining experience. I am eager to bring an event to this restaurant in the near future. Thank you once again for your exceptional service."
1,There was customer who requested to stop revolving and you stopped it instead of kicking him out. People not only come there for your food they come to experience revolving restaurant.
4,"Good place. Good food.
It's a rotating restaurant, we requested owner to show us the demo and it was amazing.
It's 23 years old restaurant in the heart of city.
Note: there is no elevator, it's a very old building but the restaurant is good. Do visit and enjoy dining."
5,Best Indian food.
4,Best Service
1,Worst Food ever tait bekar gayiyecha
1,Worst food I ever eat.
3,Only REVOLVING Restaurant. Friendly Owner. Parking space??
3,The places old but still packs for a Indian Cuisine family treat!
3,This is like abandoned cave now 
3,"Centrally located at downtown of Kathmandu, parking is hard to get but food serves is delicious...."
5,Cool Concept In Town
3,Good food but unremarkable ambiance.
5,Awesome cuisine but costly with service charge in even drinking water they provide.
5,5/5 for Sweet Lassi
4,"Good food. Took a bit long to arrive. Nice service
Toilets clean. AMAZING view!!"
4,Fun place too be at. Good food. Good price.
5,only revolving restaurant in k town and in nepal
3,"While the food tasted ok, service was very slow and we had to try and get the waiters attention on a number of occasions as they weren't attentive or would constantly disappear."
4,Its nice.
1,Prices are too expensive
4,hangout time...with best view..
5,Best momos we had in kathmandu. Unpretentious and delicious.
5,"If you're looking for something local, this is the place to be. Nothing fancy, just good food and a beers with friendly staff!"
4,A bit costlier than other similar tibetan restaurants but overall okay.
5,"The single best family run Restaurant that serves really good food, without hurting your tummy or wallet!"
3,"Restaurante muy basico, con una atencion amable pero nada especial"
5,"Delicious restaurant with healthy, safe and tasty food. It's a really authentic environment, also clean and cheap. Definitely recommended."
4,Thenduk is pretty delicious. I did a take out. The restaurant should use a box instead of plastic bag to pack hot items.
4,"Barahsinghe - craft beer, a pilsner that tastes surprisingly like Czech Pilsner. Really good! I was shocked to find out it's imported from Germany - smells amazing and tastes even better, served in chilled glass.

They also have vodka, whiskey and other hard alcohol, if you like.
Also buffalo meat, chicken - finally, life is full of flavors again!

After being ovo-fish-veg diet in Rishikesh, where things were pretty bland, I need to pace myself. That said, I definitely don't miss hard alcohol.

The vegetarian noodle soup Thukpa smells divine - garlic, red/spring onion, carrot, cabbage thinly sliced, yumm, and either butter or ghee.

Too bad I'm only here for one day, and on the first day, my stomach isn't ready for the meat Thukpa, which seems to be very popular here.

It's quite spicy though - red chili! Also serve condiments: pickled green chilies and a red chili paste - definitely skipping those.

The noodles themselves are nothing special most probably made of wheat, but the broth is amazing. I can only imagine how delicious the meat broth must be!

Definitely worth of try."
5,Excellent momos in a 'no nonsense' kind of set up!
5,"Everyone should take a visit while at Kathmandu.

MomoDe Pi You Xian Zha Guo,Zai Mo Shang Wei La You Xiang De Jiang Liao,Li Mian De Xian Liao Ye Hen Bao Man. You Ren Geng Biao Shi Veg>Pork. 
Mixed ThenthukShi Zui Zan De,Tang Tou Chun Hou Dan Bu Guo Xian,Chi Wan Hou Ye Bu Hui Kou Ke,Li Mian You Dan Pi He Ji Rou,Ji Rou Rou Ruan Hao Chi,Li Mian Huan You Xu Duo Yang Cong,Qing Jiao,Gao Li Cai Deng Shu Cai,Mian Pi You Dian Xiang Geng Bo Yi Xie De Ban Tiao,Jue De Bi ThukpaGeng Hao Chi,Yi Wan Jiu Neng Chi De Hen Bao!
Dang Tian Chi Wan Zhi Hou Jue Ding Li Kai Zhi Qian Yao Zai Lai Chi Yi Ci,Xin Mu Zhong De Jia De Man Du Zui Jia!"
5,"Good food , Testy mo mo"
5,"hangugin ibmase aju jal majayo.
gugmuldo neomu johgo~ momodo ggalggeumhani masisseossseubnida~"
5,This place was recommended by my hotel and did not disappoint! The food was excellent and I will definitely visit again on my next trip!
5,"Un des meilleurs restau de ktm, rapport qualite prix au top, je recommande vivement !"
4,Huang retaWei niBo Wei notoukupagaRan miRu rimasita
5,"After a lot of research for the best momos in Kathmandu, we settled for this hidden gem. Loved the vegetable chow mein!! The momos were also some of the best we've had in Nepal. Great location too!"
5,"This restaurant's owner originally opened at Bhagawati Bahal at Thamel 2 decades ago the name of the restaurant was different that time. And they moved to Saat Dobato and again moved to Kaal Dhara. I am one of the happy customer. It's been 2 decades or more I often go there to have momo (dumplings) and Buff Chillies. These are my favourite dish. And the taste is as good as it is used to be before 20 years. I recommend five star for the food and five star for the price and five star for the volume of the food also. It is cheap and delicious. But some staff needs smile on their faces and if you guys have parking services it will be great.

Only the problem is its closed on Saturday. Never seen a restaurant that is closed on Saturdays."
5,Deliciosa comida tibetana em Katmandu
5,Best momo in town must try
5,"tameruniarutibetutoLiao Li Dian. 
tibetutonokurahutobirutomitukusutoukupawoZhu Wen. 
kurahutobiruhakuseganakusutukiriYin miyasui. 
toukupanoChu Zhi umasugiru. 
toromigaatuteTun Gu supumitaidatuta. "
5,Tres bon restaurant tibetain ! Nous avons teste differentes specialites et on s'est regale ! Tres bon service egalement. 
4,Good authentic food
5,"If you're in Kathmandu and you haven't tried the chili momos at Yangling Tibetan Restaurant, what are you even doing with your life? These bad boys are spicy--and I mean spicy--but in the best possible way. As someone who enjoys a good kick in the mouth, these chili momos quickly became my favorite dish during my stay. Seriously, if you like your food to bring a little (or a lot) of heat, you'll be in heaven. And the best part? They won't break the bank. The prices here are ridiculously low for the quality and flavor you get.

But it's not just the food that makes this place special. The people here are super friendly and welcoming, always ready to share a smile or have a chat. It's the kind of place where you feel like a regular, even if it's your first time. I ended up eating here multiple times during my stay in Kathmandu (who can resist those momos?), and every visit felt like a mini celebration of food, flavor, and hospitality.

So, if you're craving something flavorful, spicy, and affordable, Yangling is the place to be. Just remember: don't underestimate the chili--but hey, if you can handle the heat, you'll be rewarded with one of the best food experiences in Kathmandu."
5,Clean and authentic
5,"Incredibly tasty food at low prices! Their veg chili momos are zesty and flavorful, and their veg chow mein tastes wonderful with the chutney! I think this might be my favorite place in Kathmandu."
5,"The best momos we had during our stay in Nepal! The staff is extremely nice, and the food couldn't be more delicious! Highly recommend. We ate here several times!"
5,You better believe I came to this restaurant twice during my stay for that killer Thenthuk. I was shook with how flavourful that broth was. Chicken chilli Momos were also a HIT!
5,Extremely delicious and clean
4,"mitukusutentouku-Ye Cai tooRou noJu Ze Shan
momo-Ye Cai itupaideXian nimoShao sisupaisuirinoWei Fu keLiang tatupuri. korede650rupi. 
Ji An. 
oDian mokirei"
4,"Thukpa soup is nice, not amazing, the momo looks really good"
5,Best thukpa and momo in Kathmandu !!
4,"Yangling is the place in KTM for great Momos, and amazing Thukpas / Thenthuk. My personal recommendation are the steam buff momos, and the fried chicken momos. For Thenthuk, I would go for the mixed, with nice chicken, egg, veggies, and tasty noodles. Particularly amazing is the broth, which tastes rich in flavor, and has a nice texture. Service is really friendly, prices fair, and the vibe in the place in the first or second floor is amazing!"
5,ddaemddugeun insaenge masbon jeil masissneun sujebi. pokara teuraekingjeon meoggo teuraegkinghu dasiwaseo meoggo gwigug hagijeon mosijeoseo dasi meoggo. eonjenga dasiolgeoda.
5,"A regular to this restaurant. They have the whole building to themselves.
Must haves here are Buff momos, pork chilly and buff chilly.
One set back is that there is no parking. However,  bikes can be parked down on your own risks."
5,Very good pork momos and thenduk. Enough seats and good service. Freshly made pork momos are big and juicy.
5,Delicious authentic Tibetan food! We got two different types of momo and Thentuk to share. Just a little bit spicy with lots of flavor. Definitely some of the best momo we've had! Couple beer options but no other cocktails. Cheap prices too!
5,"Best comfort food in Thamel  major love for their Thentuk, silky smooth noodle, warm soup with generous toppings and portion, i can't help but keep on coming back for it, ate here 3-4 times during my 5days in Kathmandu, and still can't get enough of it"
5,"This spot serves up tasty, filling Tibetan food for super reasonable prices. The thukpa was my favorite I had in Nepal, and the chili momo and kothey momo shouldn't be missed either!"
5,"gaidobutukuniJi Zai sare,Duo kunoRi Ben Ren kararebiyudeZhi Chi sareteruoDian niXing tuteLai masita!
1Ri Mu toukupa(tibetutonoWu Mu ramen)
2Ri Mu tentouku(suiton)totikinsosezi
toukupa,tentoukudotiramoZui Gao!supugaYou sikuQuan Shen niQin miDu rimasu. 
supaisunoXiao itatakariZu,newaruZu noLiao Li moZui Gao desuga,yahariRi Ben Ren noKou niHe unohatibetutoZu noLiao Li datosimizimiSi imasita. "
4,"Duo kunoLu Ren gaShao Jie siteitakonooDian. 
tibetutoLiao Li gaLe simemasu. 
Dian Nei haQing Jie de,sutatuhumoQin Qie desuga,Zhi Duan haAn itohaYan enaitoGan zimasita. Tan sebamotutoAn ioDian haarimasu. 
Wei haMei Wei siinodeosusumedesu. "
5,Hao Chi
5,Great place ito get Tibetan food in Kathmandu. I had food there twice in the week I stayed in Kathmandu ;)
5,Loved ist. Spicy buff momos were my first dish in Kathmandu and could not have been better.
5,very good authentic food and great momo
5,The best momos in Thamel
5,"Incredible food here, I had the egg thentuk which was simple and nutritious, and the chilli veggie momo was the absolute highlight.

Smiley staff and great experience too, would recommend"
5,Simple clean comfortable decor and consistently delicious food upstairs on a couple of small floor space levels.
4,"After reading good reviews on Google Map, my 3 teenage daughters and I went here for dinner.  The food and service were good but not something to be excited about.  The chili Momo (which are not available elsewhere) was very good however.  This place is at the far end of Thamel on a rather dark street (unlike the busy area of Thamel which are brightly lit).  All in all, we had a good meal."
5,best place!
5,"Came here several times for the veg thenthuk, so warming and with lots of flavour!"
5,Delightfully wonderful momos.
5,The portions are generous and the flavor is mild. It has no strong flavor and is easy to eat.
5,"Comida muy buena,  y el te tibetano...increible!!!!"
3,"Average food, affordable prices"
4,"hoterunoosusumedeXing tutemimasita. 
tibetutoLiao Li Dian

Xin inogaKu Shou naRen demoShi bererumeniyumoariZhong Lei Li Fu

matusiyurumusupuhaamariHao miziyanakatutakedo,Ta nohaYou siiWei deShi beyasukatutatoSi imasu

Nepal Ice BeerhaamarioJian kakesinaimitainanodezehi!

kurezitutokadohaShi emasen. "
5,By far the best Tibetian restaurant I have ever been to. Highly recommend !
5,Delicous flavourful and hearty food. Very clean establishment and good service.
4,"Super fast service
We only got a bowl or chicken noodles.
Good flavour, def worth a second visit. The menu looks great and they have many good reviews"
5,"Mian Ge Da Hao Chi!Xi Huan Ta Men Fu De La Jiang He Suan La Jiao ~
Bu Guo Fen Liang Pian Shao Hui Xiang Hui Qu Chang Shi Qi Ta Can Dian!"
5,"Mixed thukpa had great meat, fresh veggies.

Lots of chili type to try also - green, red red powder."
5,Food is so good. I recommend at least go and taste once.
5,"Best momos in Kathmandu at reasonable prices. Lots of locals here, which is always a good sign. Definitely go there while in town!"
5,"gyang wanjeon hangugin ibmasjeogyeog
egeuddenddug cilricikinmomo meogeossneunde ddendduggugmul saljjag maekomgi isseumyeonseodo caesoga janddeugdeuleogaseo gugmuli siweonhabnida.
cilricikinmomoneun momo jacega hyangsinryomasi saljjagissneunde soseuga maneulmas gadeughan saekom maekomira hanguginimyeon da johahalmas. daman soseue beomurimyeonseo momoyi basaghameun sarajim."
5,Stayed in Kathmandu for 5 days and ate here 3 times! The food is delicious and fresh. Has a simple menu and is great for vegetarians. Had the steamed and fried vegetable momos and the vegetable thukpa. Very reasonably priced! Can't recommend this place enough to anyone visiting Kathmandu!
5,"Authentic Tibetan food served in a simple setting, nothing fancy but the food - that is fancy. I had chicken Thukpa, it was tasty and wholesome, my friend had the same. Reasonably priced, helpful staff, shared tables to maximise on space and popularity. Not a spot to hang around in, make space for the next person.
Just go."
5,Coming here for 10 years since the old place. Chicken mushroom soup is always great. Quick service like in a beehive  Good food good prices good memories.
4,"Pu Tong noMei Wei siimonShi beremasu. 
momomoHao kidesuga,Shao kisoba?koremoMei Wei sikatutadesu. Yin minisosezihabatuhuaronoRou nowoLai mimasita!"
5,Very good place to hang out with friends.. Nice ambience.. Very good service...
5,Just went for some drinks and food it was so better place all staffs were so welcoming but specially shout out to Dawa he is so professional and so much eye to details in his service. I really wish good luck for his upcoming future.. And will visit again
5,So amazing place food music totally awesome thank you ace lounge
1,"Been there with friends while I was in Thamel.
Literally waited 2 hours for our orders to arrive. At the last moment came to know that they were just hoing out to buy ingredients.
They are offering pathetic service being in a prime location. We left the place after waiting 2 hours  full of disappointment.
Not recommended at all."
5,kl ldhydh wlkn kn lflfl zyd rGm ny Tlbt tqlylh
3,"It's okey
A good location
Upgrading and updating
Change in management"
1,Food is awful.
5,"good food, ambiance and service"
2,"Food was okay, wouldn't order the chicken sizzler again. They thought they could upcharge me 1500 npr probably because i was drinking and didn't think i'd notice and a foreigner. Hostess was nice"
4,Ich finde die Bar ganz schon um in der Hektik von Kathmandu einen Kaffee oder ein Bier zu trinken. Der Service ist toll. Vielen Dank und Namaste!
5,Tres bon  mais tres epice 
4,Love the atmosphere and food too.
5,"We ordered Jhol chicken momo and the taste of jhol momo was delicious. Only the drawbacks was fonepay was not working. Good ambience, surrounding was good. Would definitely go there and try it again."
5,I love the food but especully  burgers
4,Good service with great foods
5,Love it
4,Nice
5,Good
5,Very nice place to visit 
5,Sound service and  delicious food
4,Cool place
5,Nice place
4,"Mei Wei sikatuta!
sutatuhumohurendoridesu!
Yi Qian haneparuLiao Li Zhuan Men Dian desitaga,Zui Jin haJin Lin Guo Liao Li Wu pasutanadomoXi iShi metasoudesu. "
5,Food was awesome I love it and staff was also really good and friendly..
5,"It's located a little inside from the main commercial street so it feels cozy and private. We took one of the few terrace seats and although there weren't much thing to see from there, it was very nice to have a glass of Everest with the breezy evening air. Good service, great food."
3,Best food. Reasonable prices.
5,neparuRen gaidosannoosusumedeFang Wen. 2Yue Mo tohaSi enaiQiang iRi Chai sinoterasunoRi Yin gaQi Chi tiyoi. tandoritikinhaboriyumutatupuridegaritukunanmoMei Wei sikatuta. 
5,Good restaurant.
5,"The Ship Restaurant Bar and Lounge is one of the best fine dine restaurant in Kathmandu. They serve most hygienic continental, Nepali, Chinese, Indian cuisine with exclusive beverages. Let us enjoy breakfast, lunch and dinner with them. This is best recommended place to have fantastic meal."
3,nice place to hang out with your loved ones
4,Good food and service
5,Nice restaurant with good environment
5,"Tolle Kuche, freundliches Personal, gute Preise"
3,"Naan bread is amazing first visit was unreal good portions
2nd time not so good slow service and half filled sandwich"
5,Good and higenic food.
5,Goood Food
1,"The restaurant is too expensive compared to other nearby restaurant in Thamel, also with hidden charges (10% service + 13% VAT) plus from the menu rate. Food was only normal and not very tasty (we had thakkali) and the staff served the food and didn't bother to check if anything else required.

Even though he took service charge and tax, didn't provide the receipt.

Ambiance and cleanliness was fine. Don't try this unless you have too much money to spend. I would recommend try another as lot of restaurant in Thamel."
5,Very nice restaurant with Sincere staff It is out of the busy streets and serves  local and foreign food. The waiter that served us was  well  informed about all the dishes.
2,Averagely comfortable restaurant
5,Retro
4,Food and service quite good. Prices reasonable. Everything had great presentation. Sat outside in the perfect temps.
4,We stopped for a light meal. We ordered the spring rolls with spinach and cheese. They were delicious. We were pleasantly surprised at how good they were.
4,"very slow service, it took almost 40min to bring us chicken sizzler and egg chop suey. sizzler was with good portion and taste, veggies were bit raw and they gave us extra sauce. they priced us extra for egg omelette for veg chop suey. overall food was decent, mist improve waiting service time then would visit again."
5,Have been visiting this place for half a year it's great service is best and elegant atmosphere loved it
