Review,Sentiment
come hungry best falafel in thamel,Positive
thamel doner kebab serves chicken only wraps which are wellstuffed and really tasty before or after a trek the wrap is thin and toasted complementing and highlighting the meat sauce and vegetables within if you dine in with them you also get served beetroot and chilli pickles if youre looking for a change from dahl baat this is an economic and delicious alternative,Positive
food was average,Positive
ive eaten here three times so far i have absolutely no complaints the food is tasty and fresh and the staff are very friendly and attentive,Positive
falafel wrap and hummus plate are delicious best nonnepali food in town,Positive
thamel doner kebab was fantastic the hummus was a hit and their chicken shawarma is a musttry its the best ive had i also noticed they have buckwheat doner kebab on the menu which adds a unique twist ill definitely be returning for more,Positive
veg falafel not worth it,Positive
amazing food reasonable price seating area clean comfortable and very tidy staff very friendly and efficient great experience,Positive
otlichnye rebyata ochen vkusnyy avokado humus i velikolepnyy falafel ceny priyatnye kachestvo produktov otlichnoe,Positive
ochen priyatnoe mesto rabotayut potryasayushchie rebyata ochen vnimatelnye i otkrytye gotovyat bystro i bezumno vkusno odnoznachno rekomenduyu eto mesto vsem kto priezzhaet v katmandu,Positive
people arent kidding when they said this is the best chicken kebab super flavourful and fresh we got an extra side of garlic sauce and used the sweet sauce that was on the table pair that with a bit of pickled veg and you have a match made in heaven,Positive
this place is amazing do visit if you are in kathmandu cant wait to come back,Positive
bwfyh sgyrh klh ldhydh wnzyf,Positive
amazing food and great prices i ate here several times and will definitely be back highly recommend,Positive
muy buenos,Positive
chicken sawarma is amazing,Positive
riquisimo,Positive
best falafel wrap in thamel,Positive
i can find the actual taste of shwarma as same as i took when i was in turkey and uae just love it must try guys highly recomended,Positive
nice meal,Positive
we had chicken doner kebab plate and chicken shawarma with yak cheese the service and food were both excellent my friend who works in dubai was praising the food and also said that it was better than in dubai the mango juice and mango lassi was also very good,Positive
jangi yeminhasin bundeuleun yuyihaseyo ceonggyeolhaeboyeo gwaencanheul jul alassneunde seobcwi hu gutowa seolsaro talsuga wassseubnida,Positive
this place is a must visit if you are in thamel their doner was very filling and yummy,Positive
the rate it too expensive and not that too tasty also,Negative
searched for the best shawarma joint in kathmandu this place showed up visited this place and i wasnt disappointed at all tried their chicken shawarma spicy one and it was great i was left quite satisfied by their quality of food and their service was quick impressive prices were reasonable as the portions were quite generous the owner is very kind and friendly good for a quick bite as the ambience is cozy welcoming but small this place is quite popular among the locals and tourists as well i wanted a take away too but the staff advised against it as the saj bread will become soggy and shawarma will not taste as great as it tastes in dine in will surely visit again,Positive
saenggagboda maseun ssossohaeyeo yangeun maneumk,Positive
very nice hard working good people food is delicious and fresh definitely worth supporting while being here and same time eat something tasty,Positive
best kebab in thamel kathmandu,Positive
delicious kebab,Positive
best kebab in thamel town,Positive
best chicken doner kebab i have ever had in the world,Positive
sa mere la feuje jai kiffe mon kebab ses morts cest pas possible je vais peter un cable,Positive
possibly the best little kebab house,Positive
a clean restaurant and delicious food in tamale you can eat the best shawarma sandwich and the most delicious falafel sandwich in this place in addition to various fresh juices the owner of the restaurant is a really wonderful person,Positive
hao chi de tu er qi juan bing,Positive
gluten free kebab they can make a buckwheat kebab for you if you require gf food very large serving and absolutely delicious plenty of comfortable seating out the back highly recommend for lunch,Positive
hao hao weijia qian he li fu wu hao yi ding yao shi nice food and service reasonable price and worth for it must try,Positive
so goooood you should definitely stop by this cheap and best tasting food,Positive
great quality and pretty cheap,Positive
the food is excellent along with the service offered as the people here are very welcoming and informative regarding what they have to offer in the menu and what would best suit the preference of their customer a must visit for a delicious filling and healthy meal,Positive
awesome falafel wrap and chicken doner the staff are friendly too cosy sitting arrangements price are reasonable too,Positive
chicken doner plate was amazing,Positive
best shawarma of kathmandu,Positive
the falafel wrap is incredible and great value at rupees its massive nice inside seating area,Positive
quick service grab n go the meat was fresh the shawarma was huge and filled with flavourful sauces my friends ordered the falafel wrap and they seemed to enjoy that as well theres a small seating arrangement inside as well right next to hotel marshyangdi,Positive
thamel doner kabab is a small eatery joint located in the bustling streets of thamel nepal recently we tried their falafel wrap and it was a treat to our taste buds the wrap had a perfect blend of flavors that kept our mouths watering for more the seating area is cozy and comfortable and the pricing is definitely value for money we highly recommend the thamel doner kabab to anyone looking to savor some delicious mediterraneanstyle cuisine,Positive
tamelyi sumgyeojin boseog jeogdanghan yange jeogdanghan gagyeog jageugjeogiji anheun mas gangryeogcuceonhaneun kebabmasjib,Positive
such a massive filling yummy falafel roll total value for money,Positive
ohne worte exzellent super lecker klasse preisleistungs verhaltnis netter und sehr sauberer gastraum klare empfehlung,Positive
best place to eat dinner kebab very tasty,Positive
geweldig super lekker,Positive
the most amazing falafel ive had in all of asia this family puts so much love into their food and they have an epic vegan falafel plate and shawarma i visited twice in less than hours and cant wait until i can come back i couldnt recommend the food here more,Positive
god och vallagad mat fran grunden bade kebaben och falafeln ar dunder,Positive
otroligt bra kebab fantastisk personal och riktigt genuint mathantverk egenfermenterad hot sauce,Positive
ochen vkusno chisto priyatnye lyudi zabotyatsya o klientah,Positive
we had the chicken doner and it was absolutely delicious,Positive
i went twice the first time was really good but the second time i had a chicken kebab and got a food poisoning from it so i would not recommend going here,Positive
my friend got sick from chicken doner here therefore not recommending eating here,Positive
good food for a fair price nothing to complain,Negative
literally one of the best shawarmas ive ever had and the falafel is amazing too,Positive
went a few times always on point very tasty,Positive
excelente,Positive
good choice for a good meal in thamel the chicken shawarma is excellent,Positive
the falafel wrap is soooo good,Positive
very tasty we had the falafel wrap and the doner they were perfect,Positive
best falafel kebab in kathmandu just delicious,Positive
really good hummus and falafel,Positive
sochnaya vkusnaya shaurma za rupiy,Positive
lovely little hole in the wall caferestaurant falafel wrap was huge and delicious salad inside was fresh falafels were perfect fries were also perfect wish i had discovered this place before my last day in kathmandu because i could not recommend enough,Positive
amazing chicken doner plate this was the first place i ate post ebc and it did not disappoint one of the best meals ive had in a long time,Positive
so good,Positive
it was delicious,Positive
excellents kebabs a thamel la salle bien amenagee est cachee en contrebas les preparations sont excellentes les produits frais equipe super sympa,Positive
nice food,Positive
its so good,Positive
best taste of flafel is here is made by passion,Positive
masisseoyo sajangnim jigweon cinjeolhaeyo,Positive
expertly made delicious shawarma for the portion size and the freshness of the ingredients the price is absolute value for money perfect dinner after a night out in thamel,Positive
lovely staff incredible food cute little seating section will recommend to anyone from anywhere to come by here when in season their mango lassi is a must try i have been in nepal for months and come here about twice a week i have never had digestive problems from their food despite what others might say very clean and well maintained place,Positive
nice snatched dinning place at the back of this little restaurant where you get to eat taameah falafel and shawermakebab although the food was delicious i had a very terrible stomachache and diarrhea that night local muslims told me it is known not to be halal food,Negative
thamel is best place for night out,Positive
delicious one of my favourite places in kathmandu great for vegetarians too good prices try one of the falafel wraps,Positive
buckwehat tortilla gluten free option super juicy meat friendly staff open everyday except saturday,Positive
excellent rien a redire,Positive
amazing and very authentic falafel in thamel price is very decent small dinning room available to enjoy the food there you can also put yak cheese in your wraps i can highly recommend this place,Positive
we had a falafel wrap a falafel plate with humus and vegetables included and some pita also the food was very delicious all items made with care and love we highly recommend it for someone who wants a snack and misses these oriental tastes,Positive
we ate here three times in hrs because it was soooo good eat here,Positive
one of the best doner kebab ever had,Positive
good kebabs great place good price fresh and tasty,Positive
increiblemente bueno e increiblemente barato por unas rupias tienes un wrap de pollo del tamano de tu antebrazo y ademas esta buenisimo las patatas fritas las sirven con un polvo de chile que les da un toque muy bueno,Positive
best falafel ever,Positive
thank,Positive
great food and attitude,Positive
the food here is possibly one of the best meals ive had in my life try the buckwheat falafel its a must its gluten free and easy on your stomach,Positive
great spot for food in thamel been here a few times during our stay in kathmandu and cant recommend enough,Positive
khry khtsy shnh bmzrkh ny gh lbshr shzt hshvvrmh hky kypyt shklnv khlh khvmvs plpl mvlh vshyrvt tvb,Positive
i dont want to exaggerate but this is one of the best falafel wraps ive ever had cost about for a falafel wrap and a chicken wrap they have a nice seating area in the back and a couple of seats out front,Positive
really goood doner kebab id definitely recommend this place,Positive
hanasaseo ban jalrameogeum jinjja masisseum maeunsoseu bburyeomeogeumyeon jjang,Negative
we ordered falafel wrap every ingredients were all vegetables it was so delicious and was so healthy f good with fresh orange juice,Positive
nice and kind staff delightful food,Positive
amazing falafel wrap and chicken shawarmawithout the fries the owner makes the falafel fresh best shawarma ever,Positive
this place is insane the food is next level i have a gluten intolerance and the buckwheat falafel wrap was the stuff of dreams make sure you tell the dude you need gf falafel great price super friendly and taste is through the roof tiny wee place with seating outside but easily missed if not for the already great reviews youll not be disappointed,Positive
mtaam lbyaa shndwysht lshrwm wlflfl lhll lkl jmyl jd shbh shkhs khlwq ytklm llgh laarbyh aaml fy lmrt wqm bfth hdh lmtaam,Positive
chicken kebab et falafel wrap au top vraiment parfait on sest regale les pickels en bonus etaient tres bons,Positive
ate falafel the evening before we did the everest base camp trek it was delicious and a high value for money for sure fuelled me mentally for the coming two weeks,Positive
delicious not too greasy full of flavor try it,Positive
mojar,Positive
very tasty kabaab,Positive
one of the best shawarma i had in india very close to authentic taste the owner is very passionate dedicated small shop by good taste and best service keep it up guys,Positive
almost most of the items in their menu are awesome and doner kebab is the best one one must try,Positive
at first i thought the place had only one table by the side of the road but they have a sitting area inside the building the taste was refreshing as it had tons of vegetables and vinegar soaked carrots and beetroot and hot sauce on the side i found the french fries a little too much in the filling but few and small chicken pieces,Negative
the shwarma was just ok lacked the authentic taste,Negative
unfortunately i already had the best falafel wrap in pokhara so i couldnt help but compare this one was of its size and didnt have much fresh veggies which i think a good falafel wrap has still the taste was good just not what i expected,Positive
the price cant be beat for the delicious food serving size is huge highly recommend,Positive
the chicken wraps here are the best thing i ate here in kathmandu the man that worked there could be the owner im not sure was also really friendly,Positive
nice place good halal food and cooking good price cannot have enough good quantity and quality,Negative
lovely dishes freshly prepared quality products,Positive
delicious wraps quick and friendly service highly recommended,Positive
the sabich wrap was perfectly blended with adequate amount of sauces boiled eggs falafels and hummus the platter was also up to the mark and the prices are apt with the food,Positive
very wonderful and delicious,Positive
delicious food at an affordable price,Positive
falafel wrap and chicken wrap were everything we wanted and more crispy falafel amazing flavor crammed pack with tasty sauce and veggies the off road seating area was quiet and intimate not to mention serving size was huge great bang for your buck totally recommend,Positive
delicious,Positive
tym lllh brmh shl hrts mkhyrym sbyrym t kl htpryt pshr lhzmyn ll glvtn,Positive
cest vraiment gros pour le prix en plus cest delicieux allez y les yeux fermes,Positive
the best kebab in nepal,Positive
this is the best halal restaurant in thamel,Positive
mtaam kl hll mmtz jd waandhm flfl mr jyd wshwrm mmtz waasyr bnjr mmtz very nice halal restaurant,Positive
the best falafal i had in nepal at first i thought that it was only take away but they have a small room in the back where you can eat your meal,Positive
chicken doner kebab was amazing have visited several times quite large portions,Positive
one of the best shawarmas ive ever eaten the hosts are a couple who are really nice the shawarma is almost a foot long and theres generous portion of meat its served with some veggies highly recommend it,Positive
what an amazing place the food was well seasoned the portions were very generous and the price was more than fair the fries were my favorite thank you for a wonderful meal,Positive
dvnr nhdr klty shm pmym shvvh byqr m shvvrmh vp,Positive
meno di euro per un pasto buonissimo proprietari simpaticissimi e alla mano,Positive
wonderful food and the owner beatifully incorporates locallly sourced ingredients which adds to the flavourful meal the portion sizes are huge with a wonderful warm and cozy seating the owner and his wife are really warm and we had a good conversation,Positive
amazing food and amazing service highly recommend,Positive
the place looks so unassuming but the food is so good totally blown us away number one choice for good halal food,Negative
lekkere doner vriendelijk personeel,Positive
tastiest falafel ever some of the most authentic and delicious middle eastern food ive had in nepal all of asia recommend the falafel wrap and so affordable too,Positive
amazing food highly recommended friendly owner,Positive
really good chicken doner i was craving it after a long trek in the mountains did not disappoint,Positive
excellent food big meals very recommended and there is an option for gluten free,Positive
this place really hit the spot great prices and great food,Positive
best place in kathmandu for authentic for shawarma ram dai the place owner is also a very good and humble owner never lets me down with their food if you are looking for a scrumptious shawarma meal than this is the place,Positive
my favorite place to eat in thamel the food has never been short of amazing the service is always fast and the location is also convenient next to hotel manang and hotel marsyangdi my goto items on the menu are chicken shawarma and falafel wrap,Positive
excellent food nice people,Positive
small place not much to look at however the food is okay and not bad for thamel pricing they use olive oil to make food which isnt something i havent seen before in restaurants the falafel wraps are huge yak cheese tahini baba ganoush and more as extra which is nice,Negative
i had a very high expectation from the place well the taste of the shawarma and their service exceeded my expectations the best place for shawarma they care so much about the authenticity without compromising their customers taste at the same time affordable good portion balanced taste too clean kind and gentle people will definitely keep visiting again and again highly recommended,Positive
good place for meat lovers,Positive
delicious affordable and huge portion,Positive
delicious chicken doner and falafels with awesome owners totally worth trying as i dont think theres anything similar in ktm go give them some love,Positive
doner is pretty nice,Positive
large kebabs full of flavor their lassis are tasty too,Positive
maybe i had way higher expectations or maybe it became soggy as i had one to go i did not enjoy it as much i had expected the sauce was not consistently spread or something i felt the balance was off will try again just to confirm,Positive
its is not like kebab in europe it is more like a turkish durum but it tastes so good and the poeple are so nice that it deserves points i was this time in week kathmandu already twice eating here,Positive
very good falafel must try for vegans,Positive
i went in here cause i wanted to try shawarma i had medium spicy chicken shawarma for rupees updated which i didnt find it expensive at all the staffs were really hospitable asking for review when i was about to make the payment i really loved this place and i will visit this place again for other tastes as well i highly recommend this place period,Positive
good allround option,Positive
bolshoy vkusnyy i svezhiy doner mesto uyutnoe i priyatnoe ceny ne zavysheny i dazhe deshyovye dlya takogo razmera porcii,Positive
the best restuarant to go when you are extremely hungry good food at best prices fastest service,Negative
best value for money restaurant great taste healthy food really nice staffs they actually care about the experience customers have one of the fewest places in kathmandu where i feel like i am getting the best out of what i am paying for love the falafel wrap veg as a vegeterian,Positive
very juicy and big doner kebabs but my favourite is their avocado hummus plate with fries and falafel,Positive
very delicious food,Positive
mqvm nkhmd,Positive
old need improve,Negative
best one in town,Positive
okish,Positive
loved it chicken shawarma here is a must try costs a bit pricier than other places but the quantity is also more very cooperative and welcoming staff,Positive
located in the heart of thamel kathmandu very friendly staff and excellent service food was super fresh and served in a timely manner without any delays all in all a very good time experience a must try when in kathmandu,Positive
i searched for itfound it and it is amazingly good beautiful food coming back here for the next days sundayseptember th,Negative
it was awesome,Positive
amazing food and decent prices,Positive
best in town,Positive
cheap and tasty food great for quick meals,Positive
great doner very nice find for the german people that crave the popular snack from home,Positive
small place but nice food,Positive
probably the best place in nepal for shawarmakebabs and falafels located on the way to sorhakhuttey from satghumti this place definitely deserves all the too ratings it has for the quality quantity hospitality and taste you get for the affordable prices here a must visit highly recommended,Positive
service was great food was made fresh to order the falafel wrap was very tasty and was a large portion,Positive
visied this place yrs ago after looking at the mns hunger hunt video,Negative
the kebab here is excellent with fresh ingredients i suggest to try it once,Positive
yummm,Positive
the rooms were clean very comfortable and the staff was amazingi had a wonderful experience thank you,Positive
love the shawarma here its been my goto place for doner for a very long time never change,Positive
a tester,Positive
delicious,Positive
we tried falafel platter with hummus and tahini sauce and it was yummy the staff were very friendly the eating area is small but nice would recommend the place,Positive
essaye le kebab poulet humus plutot sympas prix abordable service convivial et rapide,Positive
le patron super sympa j aurais prefere moins de humus dans le kebab donnerc est mieux de demander a la carte,Positive
loved it,Positive
gg,Positive
delicious and fresh kebab and very friendly service definitely recommended,Positive
a buckwheat bread shawarma is highly recommended,Positive
a good place for falafel and syrian foods,Positive
good,Positive
tgey serve very healthy showrma wrap its juicy chicken wrapped in muttigrain bread available dips with platter ar gud too,Positive
awesome food with very nice service,Positive
very cute place and nice owner as in israeli it felt good coming here and having spme home food at friday night the hummus and falafal were surprisingly alright we had a small talk about tkhynh hr brkh good place,Positive
its a small lebanese food outlet with a downsized menu after the lockdown i went with friends and they tried chicken shawarma which as per their feedback was not great i tried veg platter of pita bread hummus and felafell it was good overall experience was average and food was also average,Positive
amazing falafel warp quantity was enough,Positive
nuguna meoggi munanhan mas bigeon menyuro palrapeldo isseoseo jaju meogeosseoyo pikeusiganddae gamyeon manhi gidarisyeoya haneunde teraseu jarie anjeumyeon nepal saramdeul saneun moseub bomyeonseo gidaril su isseoseo johayo,Positive
really good food and freshly squeezed juice small place that i walked past a few times before seeing it but well worth the effort of finding it,Positive
the food is delicious unfortunately they havent been open for two weeks,Negative
bon kebab rien dexceptionnel non plus different du kebab parisien lol,Positive
i had the chicken doner rupees and got it medium spicy which surprised me how spicy it was food was delicious affordable and large they have a small dining room located down the alley and bring things down when ready if you dont get it to go great stop in kathmandu,Positive
holy moly that was as good as the reviews suggested,Positive
fulfilling and worth the prize the pickled vegetables jalepenos and bullet chillis was something you wouldnt easily get at other falafel place and its makes the falafel so much better also it gives city vibes when you eat at the small spot just adjacent to the entrance,Positive
awesome falafel hummus and chicken shawarma very very nicely prepared with all fillings while they were preparing i could see their live preparation with cleanliness thanks a lot for serving such a delicious arabic food here in thamel we did not miss our hometown muscat,Positive
delicious huge sizes value for money will come here again,Positive
comida boa barata e os atendentes fazem de tudo para te agradar fui varias vezes,Positive
good staff try ginger turmeric wellness shots,Positive
visited this establishment based on the good reviews on google i was not disappointed opted for the chicken doner wrap spicy it was very nice and i fully recommend this place to others,Positive
mkn jmyl wnzyf shbh ytklm laarbyh qlyl ybyaa lshrwm ljmylh wlflfl lkl hll ldyh,Positive
it had pretty long queue but worth waiting,Positive
masissdagohaeseo eoryeobge cajagassneunde saenggagboda byeolruyeosseoyo,Positive
such a good taste of kabab,Positive
fairly solid big portion good price friendly people,Positive
lovely staff really nice food,Positive
their falafels are delicious and the staff are friendly and efficient prices are really reasonable too,Positive
this place is unbelievable i lived in kathmandu for years and ate here twice a week anything is good but stongly suggest the wrap but dont leave without hummus take an extra item back to your hotel,Positive
this food is def top on my best food ive ever had in my life list,Positive
excellent food and service best falafel in nepal,Positive
had chicken wrapit was very good the wrap was big and will fill you up even in your hungriest timethe price was also reasonable compared to what you get on the plate must try if you are near or want have really good food,Positive
really good,Positive
very delicious pizza the kitchen is open which is always good i ordered the pizza funghi with extra of pesto sause delicious the taste of the tomato sause and cheese proportion is great the crust thin and crispy recommended,Positive
the food taste goodstuff are helpful,Positive
superb quality and finsing work,Positive
quite an unpleasant customer service,Positive
delicious pizza and nice service pizza was at the table minutes after ordered we all loved it and will be back for sure,Positive
i have been customer of this place for a decade pizza is awesome here but last week i was in thamel i was there for shopping parked my vehicle in underground parking my urine bladder was full tried to reach out for the washroom to my surprise the owner was on the front door he was so rude it was such a disappointment i will forever regret eating their pizza,Negative
worst pizza i ever had worst a raspberry mocktail with power services,Negative
highly recomended to other people,Positive
this is the pizzeria i would recommend anyone visiting thamel to go and have their pizza at the food was incredibly tasty and the ambience just added to it really loved the experience and would highly recommend it,Positive
paseutaneun byeolroyeossjiman pija rijoddoneun masisseosseum hwajangsil garyeomyeon gyeongbiajeossiggeseo yeolsoereul gajigo jigjeob eseukoteu haejusim,Positive
was closed,Positive
deobgo ssiggeureoweo teibeuldo ggeunjeogggeunjeoghago jigweondeuleun cinjeolhae pijaneun meogeulman hadeora bioneun nale pijae maegju hanjan haseyo,Positive
came here for a fancy dinner on a busy saturday night the service was extremely good with us getting a table almost immediately we had a pizza carbonara spaghetti and the tiramisu with cocktails the cocktails were really good and so was the tiramisu the service was extremely good with waiters offering to refill our drinks and sharing suggestions on desserts we were the last ones to leave highly recommend this place for an experience of fine dining with a sprinkle of latenight grub food,Positive
not like real pizza but fun atmosphere and great staff,Positive
thankyou for your response i am not denying what happened but their tone and the way they spoke was what made us upset we understand the difference between being nice and rude if it was just me i would have not said anything but everyone felt the same we were not aware about the rules had this been said politely we wouldnt have any issue we wouldve gladly accepted were at fault,Negative
the pizza here has become bland and tasteless there are lots of new pizza place like sicily roadhouse cafe pizza hut that provide much better quality pizza in my opinion,Negative
nice place to go after trekking for some good pizza service is a little slow and inattentive but still good,Positive
excellent place for pizza lovers and cocktails in kathmandu must recommended,Positive
hadnt been here in years bright and clean ambience a sense of happiness in the air very attentive polite and helpful staff the pizza menu was diverse and the outcome was tasty the pizza was wetter than ideal for my taste and issue i have experienced with road house as well nepal really needs to add ginger beer not just ginger ale to the menu this would be a game changer to any pizza joint and restaurant the italian salad was very fresh and tasty the potato chips were soso,Positive
we came from india not expected this kind of rude behavior,Positive
the pizza was delicious no doubt about that however the staff was very rude and lacked basic etiquette i went there with my friends from india and all of us were quite disappointed with how we were treated the staff spoke impolitely and the overall atmosphere was unwelcoming its unfortunate because the food was great but i wouldnt visit again due to the poor customer service a good experience is about more than just the food,Negative
food is nice but the staffs are very very rude they do not have manners and the way they talk is not nicee i would not like to visit such places i would rather prefer going on the place which has decent taste but where staffs are polite,Negative
the ambience of fire and ice is classic its one of a kind in nepal now lets talk about the food i was utterly disappointed by the level of food that was served the whole purpose of my visit as a vegetarian critique to this place was the taste the elegance of pizza that nepal has to offer but no my expectations was shattered by how plain the food was pizza the crust was fine but it seemed as though the crust was just an elevated version of roti a classic nepali staple no it doesnt go with the taste of pizza second it was very bland where is the pizza sauce blended tomato is not pizza sauce it was almost nonexistent now i ordered the classic fire and ice pizza and what did i get an elevated version of roti with tomato sauce topped with cheese and potato and two drops of pesto potato seriously in a pizza as a staple no i have had fire and ice before it was sublime i still remember the incredible taste they had to offer a decade ago and now to think that the quality has degraded as such its a shame chips what i have never tasted anything so bland i couldnt even finish it and the sauce it came with abysmal you got to realize that you cant simply pair two things and call it a dish cost is reasonable as international standard kitchen paying for a full portion of chips is entirely reasonable but come on at least make a little effort in making the dish a little better i would never recommend the fancy french name hidden bland potato chips to anyone overall the ambience of the place and server is good but im sorry going here for food especially in todays standard is not worth it at all in one word disappointed,Negative
had the imported ham mushroom added some garlic was actually very good going to try the calzone today you will not be disappointed,Positive
i visited this place with a friend who introduced me to her new yoga group there were seven of us and the restaurant was perfect for a larger gathering to be honest i didnt expect to find such authentic italian pizza in this area but i did i truly enjoyed my margherita sipping on an aperol spritz and sharing stories about life and travel with people i had just met the staff were incredibly friendly helpful and attentive the warm inviting atmosphere makes it easy to relax connect and enjoy great italian food its also easy to find just turn off the main street and look for the sign check the photo i added for reference highly recommended,Positive
some of the best pizza you will find in nepal probably the best pizza you will find km from kathmandu great atmosphere amazing toppings and the crust is thin firm and droopy when it needs to be it is almost like annapurna herself has blessed this pizzaria this is the spot i go to after a long weeks work in the himalayas because it feels like home,Positive
one of the best italian restaurants in nepal i was pleasantly surprised by the crust and dough of the pizza authentic and light the pizzas were excellent while the vegetarian lasagna was just okay the atmosphere doesnt feel like you are in nepal although it was a bit noisy for my taste prices are a little high by nepal standards but the quality makes it worth it a great spot for italian food in kathmandu,Positive
para as referencias locais a pizza e bem boa talvez a melhor da cidade mas e cara para os padroes locais,Positive
ive visited this restaurant multiple times as a casual customer but today in a moment of real urgency i was rudely denied access to the restroom it wasnt just disappointingit was inhumane basic decency and compassion were completely missing i hope the management reflects on what hospitality truly means,Positive
worst pizza ever had no cripsy nothing felt like we are eating chapati topped with veggies and pasta was uncooked,Negative
loved the smoothie pizza never goes wrong here,Positive
great pizza in kathmandu very busy restaurant so book or go early,Positive
this is the best service ive had in nepal for a month pizza was really good and overall id highly recommend this place,Positive
the pizza was yummy it was perfect people there were so fun and nice and i loved the ambiance,Positive
great pizza,Positive
very good quality pizza good staff and great atmosphere,Positive
full of great atmosphere and food excellent place to meet with friends a little crowded so make sure to come early if you can,Positive
best pizza in kathmandu,Positive
the best place for spaghetti and margaritas,Negative
me lo ricordavo molto piu di alto livello il cambio di gestione non ha giovato,Positive
pizza meravigliosa,Positive
great pizza if you like proper pizza quick and delicious,Positive
a classic but the pizza was not really exceptional and prices are high atmosphere is nice but too crowded not enough space between tables,Positive
great service really good thin pizza crust a pizza will cost you good vibe nice variety of drinks alcoholic drinks shakes smoothies,Positive
pizza excellente un peu bruyant,Positive
tras un buen rato esperando vemos como adelantan a una pareja que llega mas tarde dando palique al de la entrada otra pareja que estaba antes y nosotros nos quejamos para mi es una falta de respeto que no compensa si las pizzas estan buenas nos marchamos sin entrar,Positive
me encanta este lugar,Positive
great pizza la regina was tasty and lots of mocktail options the blackcurrant mocktail was quite sweet very busy on a saturday evening with a long wait but luckily no wait when we arrived at pm good service,Positive
amazing homemade gnocchi,Positive
decent food atmosphere service,Positive
love the pizza only place where i feel pizza is healthy,Positive
jo,Positive
wonderful bruschetta to start delicious and pizza as our main ps mango smoothie is insane,Positive
enjoyed pizza in kathmandu,Positive
wei dao zai hen bang lao ban shi ge ying guo ren zao can de setfei chang feng fu,Positive
authentic pizza in kathmandu perfect crust chili oil on the table adds the perfect heat,Positive
wow one of finnest pizza hut in ktmt,Positive
loved the pizza unlike other authentic italian pizza joints their crust was the perfect balance of not being so thick doughy but being dense enough to carry the toppings plus the crust alone is quite flavorful crispy the soft topped center the robust crust balances perfectly,Positive
rude behaviour,Negative
great pizza but rs for an orange juice,Positive
zhao pai pi sa zhi you tu douzhao pai yi mian xiang shi ti qian zhu hao de fang bian mian,Positive
cucina italiana molto curata ingredienti di qualita la signora annamaria titolare ha creato un posticino veramente coccoloso,Positive
se sei a katmandu e hai voglia di pizza devi assolutamente provare questo ristorante certo non siamo ai livelli delle migliori pizzerie italiane ma la qualita dei prodotti la cottura della pizza e la cortesia del personale di sala sono stati una bella sorpresa,Positive
this is quite a popular italian restaurant and comes highly recommended the staff are helpful and on top of their game the antipasti is amazing as was the potato chips we had a ricotta pizza as well as the tuna pizza which were both great lively place with great vibes,Positive
the only problem i had was i couldnt find french fries on the menu other than that it was perfect kudos to the boy who recommended barahsinghe when we asked for his favourite beer its our favourite as well now,Positive
wonderful gluten free pizza place we had brilliant interactions on both occasions with staff and trying to speak the nepali language please be respectful as always in nepal and dont be rude and rowdy with outwards behaviours enjoy the food enjoy the experiences and make sure to generously tip in cash as the staff make every effort to deliver dont be a scrooge in fact anywhere in nepal,Positive
i decided to visit once more for one last chance the result was burnt pizza worse every time expensive prices from italy,Positive
schade das der service nicht zum ambiente und leckerem essen passt leider ist man trotz das es eins der gehobeneren restaurants in kathmandu ist sehr unflexibel pizza belege konnen nicht gewechselt werden beim kids menu gibt es nur eine sorte an pizza es kann kein anderer belag genommen werden das ganze wird ziemlich desinteressiert heruber gebracht die pizzen und salat allerdings muss man eingestehen sind richtig gut,Positive
kanariqi li naitarian ping jia gagao katutanodetiyotutoqi dai sisugitagan haaru,Positive
decent pizza could be tastier we had two different pizzas that tasted very similarly nice place though,Positive
yesfire and ice pizzeria is definitely one of the best spots for pizza in thamel their classic italianstyle pizzas fresh ingredients and cozy ambiance make it a favorite among both locals and tourists,Positive
best pizza in nepal,Positive
great food great service the owner made us feel very welcome,Positive
the best pizza in kathmandu the food service and prices are good been here times a week during my stay in nepal the straff are nice helpful and funny didnt wait long for my food give this out of,Positive
a nice and lively place for pizza and drinks their coffee mousse was so good would recommend that,Positive
best pizza ive ever had must must visit,Positive
even it is a bit expensive in nepal but it definitely worth good value of money if you stay nepal for long time and miss some europe food i definitely recommend here the margaritas is the best,Positive
good service n average food,Positive
was there on opening day way back when still crave the spaghetti puttanesca and the pizza even though i moved away from nepal visited after years and the taste was still the same keep on keeping on family,Positive
amazing service the staff anticipated every need and were very friendly and efficient i ordered a pizza and the brownie with ice cream for dessert they were both pretty tasty and i also enjoyed my lemon soda lemon juice with soda water very refreshing the restaurant was fairly empty when i arrived but filled up during my meal creating a warm atmosphere with a bit of buzz id recommend it as a pleasant and convenient place to eat with reliably good food and commend the staff on outstanding customer service if i could have given them stars for this i would have,Positive
best pizza in kathmandu,Positive
pizza is the best here and i usually go for half and half option picture below is half pepperoni and half ettore basically minced chicken with sundried tomatoes for vegetarian mates paesana is super yummy that comes with zucchini spinach and mozzarella seating is completely indoors with some seats next to windows overlooking temples nearby paid parking also available,Positive
pizza were great and good service,Positive
